uniqueID,Word,cat53_string,size_mean,memorability_cr,recognizability,property_hold_mean,property_hold_SD,property_pleasant_mean,property_pleasant_SD,property_arousal_mean,property_arousal_SD,property_manmade_mean,property_manmade_SD,property_grasp_mean,property_grasp_SD,property_natural_mean,property_natural_SD,nameability,nameability_SE,SUBTLEX freq,ZipfSUBTLEX_en
timer,timer,kitchen tool; scientific equipment,201.627907,0.902439024,0.875,6.6667,0.5298,4.1026,1.2523,4.14893617,1.744291602,6.8718,0.5221,6.4359,0.9402,1.3077,0.4676,1.0,0.0,319.0,3.7962205069592447
straw2,straw,,183.4943182,0.875,0.909090909,6.7368,0.6851,4.4737,0.8297,3.882352941,1.57031282,6.7368,1.005,6.3421,1.2793,1.2895,0.6538,1.0,0.0,318.0,3.794856943886496
comb,comb,personal hygiene item,201.26923080000003,0.926829268,1.0,6.8889,0.3187,4.6944,0.9508,3.897959184,1.636114528,6.7778,0.7216,6.75,0.6036,1.3611,0.7617,0.95,0.048733972,309.0,3.7823883033268975
garlic,garlic,food; vegetable,163.3837209,0.95,0.9375,6.5429,0.7413,5.2,1.2078,4.4,1.58687801,1.2,0.4058,6.3714,0.9727,6.8286,0.3824,1.0,0.0,306.0,3.778151250383644
poster,poster,home decor,266.3536585,0.902439024,0.714285714,6.3429,0.9056,4.9714,1.0142,4.069767442,1.653212584,6.7429,0.6108,6.1429,1.1413,1.8,0.9641,0.631578947,0.110664733,305.0,3.7767296632488496
brake,brake,part of car,217.972973,0.744186047,0.833333333,5.0541,1.5446,4.5676,0.8347,4.418604651,1.546617787,6.9459,0.2292,5.0541,1.3529,1.4324,0.6888,0.333333333,0.111111111,305.0,3.7767296632488496
banner,banner,,296.6097561,0.820512821,0.714285714,5.2,1.2649,4.25,0.7425,4.2826086960000005,1.470646773,6.725,0.5057,5.25,1.2352,1.725,1.1091,0.631578947,0.110664733,302.0,3.7724367668592143
stamp1,stamp,,152.4130435,0.902439024,0.75,6.5641,0.8206,4.8718,0.8639,3.641509434,1.733097933,6.8205,0.4514,6.3333,0.9823,1.6154,0.9629,0.875,0.082679728,302.0,3.7724367668592143
tomato,tomato,food; fruit; vegetable,194.5638298,0.923076923,1.0,6.6216,0.6391,5.7838,0.9468,3.25,1.863963244,1.8108,1.2436,6.4595,0.8026,6.4324,0.9586,1.0,0.0,301.0,3.770996319495907
glue,glue,arts and crafts supply; office supply; school supply,192.625,0.926829268,0.7,5.6944,1.5084,4.2778,0.9743,4.192307692,1.609268029,6.6389,1.0731,5.3333,1.7728,2.1944,1.4307,1.0,0.0,300.0,3.769551078621726
wheat,wheat,food,156.2195122,0.902439024,0.928571429,6.4324,0.6472,5.1351,1.0045,3.1555555560000004,1.84582521,1.8378,1.5548,6.4324,0.6888,6.7838,0.5341,0.944444444,0.053990295,293.0,3.759297444256173
vegetable,vegetable,food; vegetable,200.75,0.880952381,0.866666667,6.1892,1.0759,5.9189,0.9243,3.901960784,1.6882523740000002,1.5676,1.2143,6.1622,1.0142,6.8378,0.3737,0.944444444,0.053990295,291.0,3.756322812887971
marker,marker,arts and crafts supply; school supply; tool,189.9146341,0.875,1.0,6.8056,0.4014,5.1111,1.0896,4.06,1.811640366,6.6944,0.5767,6.4167,1.2956,1.4167,0.6492,0.631578947,0.110664733,267.0,3.718941085266639
marble,marble,arts and crafts supply; toy,142.1555556,0.837209302,0.769230769,6.7297,0.5082,5.1081,1.0484,3.794871795,1.989174481,6.5405,1.1449,6.5676,0.728,2.2703,1.3672,0.9,0.067082039,266.0,3.7173114605331303
globe,globe,home decor,248.9555556,0.902439024,1.0,5.2222,1.1241,4.9444,0.9545,3.862745098,1.600245079,6.8056,0.4672,4.9722,1.3199,1.5278,0.8779,1.0,0.0,266.0,3.7173114605331303
leaf,leaf,,182.3255814,0.863636364,0.941176471,6.7568,0.4947,5.8919,0.8427,3.26,1.663657147,1.0811,0.2767,6.6486,0.6332,6.9459,0.2292,1.0,0.0,265.0,3.715675697838872
thread,thread,arts and crafts supply,132.7261905,0.897435897,0.842105263,6.3846,1.0161,4.8205,1.0481,3.70212766,1.768257477,6.2821,0.8568,6.2308,1.0377,3.0,1.6384,0.666666667,0.111111111,263.0,3.712385572391821
toothbrush,toothbrush,personal hygiene item,199.9659091,0.9,0.916666667,6.7368,0.4463,4.8947,1.1099,3.653846154,1.51960541,6.7368,0.8601,6.7368,0.4463,1.8684,0.9056,0.888888889,0.074074074,255.0,3.6989700043360183
fuse,fuse,,149.872093,0.833333333,0.933333333,6.4857,0.6585,4.3143,0.7183,4.319148936,1.547879096,6.7143,1.073,6.1714,0.8220000000000001,1.7143,0.9258,0.526315789,0.114548882,248.0,3.68688150472828
broom,broom,tool,269.8043478,0.925,0.769230769,6.5897,0.5486,4.4615,0.9692,4.145833333,1.557269615,6.641,0.9028,6.5128,0.5559,2.4872,1.4118,1.0,0.0,243.0,3.678036097500376
violin,violin,musical instrument,261.3043478,0.886363636,0.857142857,5.8947,0.8315,5.6579,1.4937,3.522727273,1.635203371,6.5526,0.9211,5.7632,1.0249,2.9474,1.4132,0.944444444,0.053990295,242.0,3.676245189882495
scarf,scarf,clothing; clothing accessory; outerwear,241.3142857,0.897435897,0.933333333,6.7949,0.4091,5.6923,1.1039,4.063829787,1.552056915,6.7949,0.469,6.7692,0.4846,2.5385,1.8331,1.0,0.0,239.0,3.670827724850201
notebook,notebook,office supply; school supply,235.6666667,0.8,0.714285714,6.6579,0.4808,4.9474,1.0641,3.333333333,1.58113883,6.5,1.1566,6.5,0.604,2.6316,1.5669,1.0,0.0,235.0,3.6634976861738
coconut,coconut,food; fruit,225.2391304,0.925,1.0,6.2703,0.9324,5.9189,0.9539,3.47826087,1.5879984669999998,1.2162,0.8862,5.7838,1.3771,6.8649,0.4191,1.0,0.0,234.0,3.661645681312207
microphone,microphone,electronic device,216.4418605,0.891891892,1.0,6.7368,0.4463,4.6316,0.9704,3.714285714,1.627293343,6.7895,0.8433,6.6053,0.6794,1.6316,1.1252,0.888888889,0.074074074,232.0,3.657917808792963
squash,squash,food; vegetable,227.03191490000003,0.717948718,0.875,6.3947,0.6794,5.3158,1.2326,3.5510204080000003,1.528360021,1.4737,0.9792,6.1316,0.9634,6.7895,0.4741,0.722222222,0.105571799,223.0,3.640734686950224
sushi,sushi,food,176.11904760000002,0.926829268,0.789473684,6.4211,0.8584,5.3421,1.632,4.244897958999999,1.714285714,6.1579,0.8229,6.3158,0.8417,4.9737,1.5507,0.944444444,0.053990295,222.0,3.638782798352702
tackle,tackle,,168.1153846,0.804878049,0.769230769,6.0541,1.1291,4.2432,1.0905,4.1,1.568178457,6.7568,0.5479999999999999,5.7297,1.6098,1.9459,1.4897,0.176470588,0.092459441,219.0,3.632873938742182
mold1,mold,arts and crafts supply; container,143.2727273,0.714285714,0.75,5.8462,1.1594,4.7436,0.8497,4.06122449,1.663432236,6.6923,0.5691,5.8974,1.071,1.6923,0.8631,0.421052632,0.113268966,219.0,3.632873938742182
triangle,triangle,musical instrument,203.1176471,0.842105263,0.764705882,6.6923,0.6136,5.1795,1.1892,3.956521739,1.475074714,6.7692,0.6267,6.4872,0.7905,1.5128,0.7208,0.947368421,0.051227817,218.0,3.630886317506668
onion,onion,food; vegetable,201.8,0.875,1.0,6.6111,0.5989,4.1944,1.4701,3.936170213,1.465609464,1.4444,1.0809,6.4722,0.6088,6.8056,0.4672,0.947368421,0.051227817,216.0,3.6268835750529935
pasta,pasta,food,174.4659091,0.975609756,0.9375,5.6486,1.6367,6.0,1.1547,4.102040816000001,1.851180906,6.6216,0.7208,5.4865,1.6094,3.3243,1.7804,0.611111111,0.114904386,216.0,3.6268835750529935
handkerchief,handkerchief,clothing accessory,215.8846154,0.725,0.727272727,6.8947,0.311,5.0789,1.0235,3.625,1.829137688,6.7105,0.7318,6.7105,0.6538,2.1053,1.4102,0.526315789,0.114548882,214.0,3.6228435972512543
trumpet,trumpet,musical instrument,257.9166667,0.902439024,0.769230769,5.7692,0.9587,5.3077,1.1275,3.895833333,1.94869933,6.641,0.9594,5.7179,1.0247,1.8462,1.0141,0.941176471,0.057067206,210.0,3.614649118635983
compass,compass,,189.4545455,0.833333333,0.928571429,6.6,0.6508,5.2,0.9641,4.0,1.6290629680000002,6.8,0.4058,6.4857,0.7425,2.1429,1.3535,0.941176471,0.057067206,207.0,3.6084001693589816
domino,domino,game,170.9680851,0.813953488,0.75,6.6667,0.7928,4.6944,1.1419,3.75,1.619428609,6.7778,0.5404,6.6111,0.7664,1.5556,0.9394,1.0,0.0,205.0,3.604183684957818
clam,clam,animal; food; sea animal; seafood,183.8522727,0.804878049,0.785714286,6.6216,0.594,4.4595,1.5563,3.918367347,1.5252968930000002,1.1622,0.4418,6.3514,0.978,6.8108,0.3971,0.705882353,0.110510169,200.0,3.5934598195660445
pea,pea,food; vegetable,131.06976740000002,0.810810811,0.727272727,6.6389,0.6393,5.2222,1.1979,3.70212766,1.667005824,1.4167,1.1307,6.4444,1.0266,6.7222,0.9137,1.0,0.0,199.0,3.5912829003117706
toaster,toaster,electronic device; home appliance; kitchen appliance,247.2073171,0.829268293,0.733333333,6.0,0.8699,4.9474,0.7693,4.095238095,1.494861504,6.8158,0.4565,5.5526,1.2236,1.5,0.8621,1.0,0.0,198.0,3.5890950141635947
vase,vase,container; home decor,236.3953488,0.775,0.769230769,5.6842,1.0931,5.4474,0.95,3.891304348,1.53808338,6.8684,0.414,5.3947,1.1517,2.1579,1.4242,1.0,0.0,196.0,3.58468589525854
caviar,caviar,food; seafood,127.5795455,0.926829268,0.769230769,5.4359,1.5182,4.5641,1.8467,4.431818182,1.590637246,2.4615,2.05,5.0256,1.828,6.2051,1.1512,0.9,0.067082039,195.0,3.5824644352645816
carrot,carrot,food; vegetable,196.6627907,0.947368421,0.857142857,6.7568,0.4947,5.6216,0.9818,4.086956522,1.71043967,1.6486,1.4947,6.4324,0.8347,6.8108,0.3971,1.0,0.0,195.0,3.5824644352645816
paddle,paddle,sports equipment,268.9875,0.923076923,0.705882353,6.1842,0.8654,4.4211,0.8584,3.808510638,1.483800905,6.7105,0.6111,6.1579,0.8551,1.9474,1.4509999999999998,0.5,0.11785113,191.0,3.5734631911497914
bikini,bikini,clothing; women's clothing,236.27906980000003,0.8,0.714285714,6.6389,0.5426,5.5833,1.079,4.416666667,1.819905695,6.3889,1.4198,6.5556,0.6947,1.6667,1.1464,0.647058824,0.115904043,188.0,3.566587673165744
chalk,chalk,arts and crafts supply; school supply,166.6875,0.951219512,0.923076923,6.6842,0.5745,4.5526,1.083,3.933333333,1.4984840819999998,5.4474,1.7351,6.3684,0.8517,4.1053,1.7977,0.9375,0.060515365,183.0,3.554880913632493
mat,mat,,264.07608700000003,0.810810811,0.75,6.0811,1.2333,4.4324,0.9586,3.519230769,1.514510011,6.6486,0.5383,5.973,1.3014,3.0,1.7795,0.941176471,0.057067206,178.0,3.542849826210958
laptop,laptop,electronic device,250.923913,0.87804878,0.823529412,6.3429,0.7648,5.4571,1.1966,4.212765957,1.5454867,6.9143,0.284,5.8857,1.0784,1.9714,1.6536,0.894736842,0.0704059,177.0,3.5404030902638706
telegraph,telegraph,,241.0322581,0.875,0.722222222,5.2564,1.2919999999999998,4.359,0.6684,4.333333333,1.492405014,6.6154,1.0666,5.4872,1.1209,1.8462,1.3868,0.444444444,0.117121395,167.0,3.515146295049647
ruler,ruler,school supply; scientific equipment; tool,230.2159091,0.80952381,0.933333333,6.7895,0.4132,4.5789,1.0301,4.2,1.532366845,6.7895,0.4132,6.5526,0.95,2.4211,1.4072,0.944444444,0.053990295,162.0,3.5019448384446945
toothpaste,toothpaste,personal hygiene item,198.7804878,0.948717949,0.9,5.8947,1.4666,5.1579,1.4431,3.930232558,1.791452574,6.5789,0.8893,5.7105,1.7539,2.3684,1.2395,1.0,0.0,160.0,3.4965498065579883
coaster,coaster,home decor,199.4651163,0.923076923,0.875,6.6944,0.6242,4.75,0.9063,3.916666667,1.527525232,6.5833,0.8742,6.5,0.8106,2.5278,1.4038,0.944444444,0.053990295,159.0,3.493826948222515
taco,taco,food,208.8369565,0.790148448,0.857142857,6.2632,0.828,5.8947,1.0601,4.071428571,1.879191019,6.4737,0.9223,6.1842,0.8961,3.2895,1.5923,1.0,0.0,158.0,3.4910869108564864
veil,veil,clothing; headwear; women's clothing,249.2926829,0.9,0.714285714,6.4324,0.6472,5.6486,1.2068,4.02,1.846010591,6.4865,1.4068,6.0811,1.1638,1.7297,0.8045,0.842105263,0.083654675,151.0,3.471406771195233
cabbage,cabbage,food; plant; vegetable,230.6086957,0.921052632,0.888888889,6.1842,0.9545,5.1842,1.1355,3.777777778,1.92930615,1.5789,1.0813,5.8947,1.1807,6.7368,0.4463,0.666666667,0.111111111,148.0,3.462691539297021
noodle,noodle,food,168.0930233,0.934782609,0.733333333,5.7949,1.6572,5.4872,1.0481,4.117647058999999,1.681036095,6.3333,0.8983,5.2564,1.5512,3.359,1.7545,0.388888889,0.114904386,148.0,3.462691539297021
puck,puck,sports equipment,197.9651163,0.815789474,0.818181818,6.4103,0.6373,4.5385,0.8223,4.346153846,1.506646912,6.6923,0.5691,6.3077,0.731,2.1026,1.3726,0.875,0.082679728,147.0,3.45974715865024
bun,bun,food,204.1744186,0.902439024,0.769230769,6.75,0.5,5.2778,1.344,3.651162791,1.900923597,6.5833,0.6492,6.6389,0.7232,2.9722,1.8744,0.684210526,0.106639205,147.0,3.45974715865024
cork,cork,,159.75555559999998,0.954545455,0.9,6.6944,0.6684,4.4722,0.8447,4.14893617,1.366982132,5.3056,2.0538,6.4444,1.1819,4.5556,2.0486,1.0,0.0,146.0,3.456782679686501
baton4,baton,sports equipment,251.1511628,0.902439024,0.909090909,6.4865,0.7311,4.1351,1.1096,4.0476190480000005,1.591936709,6.8649,0.3466,6.4324,0.7652,1.7297,1.2167,1.0,0.0,145.0,3.4537978261370386
zipper,zipper,fastener,178.0657895,0.9,1.0,6.3714,0.7311,4.6571,1.2113,3.744680851,1.495908697,6.9143,0.284,6.2,1.346,1.8286,1.3391,1.0,0.0,144.0,3.450792315997313
sticker,sticker,,166.6744186,0.87804878,0.882352941,6.7027,0.4634,5.0811,1.1396,3.98,1.659727049,6.6757,0.9145,6.4054,0.9849,1.6216,0.9531,0.666666667,0.111111111,142.0,3.44471816828512
magnet,magnet,scientific equipment,162.3055556,0.904761905,0.777777778,6.1579,0.8551,4.2368,0.7509999999999999,4.0,1.237705496,6.0,1.1855,6.0263,1.0777,4.0526,1.7698,0.9375,0.060515365,140.0,3.438557859580301
scooter,scooter,toy; vehicle,293.0348837,0.846153846,0.777777778,5.3143,1.3671,5.6286,1.0596,4.0,1.570068877,6.7429,0.5054,5.7429,1.01,1.6571,0.7648,0.947368421,0.051227817,139.0,3.4354446241561587
earring,earring,clothing accessory; jewelry,135.9777778,0.87804878,0.941176471,6.6,0.6325,5.4,1.0328,4.16,1.730400449,6.65,0.6222,6.25,1.2352,2.15,1.272,0.733333333,0.114179845,138.0,3.4323089103033
cardboard,cardboard,arts and crafts supply,248.26923080000003,0.911111111,0.75,6.1053,0.7983,4.0526,0.8036,3.585365854,1.322414643,6.6842,0.5253,5.8421,1.0533,2.4474,1.5013,0.866666667,0.087770745,138.0,3.4323089103033
apron,apron,clothing; outerwear; protective clothing,258.58510640000003,0.95,0.846153846,6.6,0.6508,4.4857,1.0947,3.977777778,1.339757252,6.5714,0.8501,6.3429,1.0556,1.9429,1.2821,0.933333333,0.064406119,136.0,3.425968732272281
meatball,meatball,food,173.2261905,0.853658537,0.823529412,6.5,0.6794,5.7,0.9923,4.0,1.913001429,6.5,0.8165,6.425,0.7472,3.55,2.1116,1.0,0.0,132.0,3.4130037551079138
microscope,microscope,scientific equipment,246.2702703,0.923076923,0.882352941,5.1351,1.3977,4.7027,1.0237,4.078431373,1.507887758,6.6757,1.0815,5.3243,1.156,1.5405,0.8365,0.9375,0.060515365,129.0,3.4030195342013125
screwdriver,screwdriver,construction equipment; hardware; tool,203.7045455,0.761904762,0.727272727,6.5385,0.8537,4.3077,0.8631,4.255319149,1.566886765,6.5641,1.1424,6.4615,0.9132,1.8718,1.0306,0.866666667,0.087770745,128.0,3.399639793549932
wick,wick,,139.73809519999998,0.80952381,0.733333333,5.8108,1.3089,4.5946,0.9563,3.957446809,1.503003469,6.3514,0.6756,5.8649,1.2284,3.2432,1.9351,0.666666667,0.111111111,128.0,3.399639793549932
swab,swab,medical equipment; personal hygiene item; scientific equipment,165.79729730000005,0.880952381,0.733333333,6.6316,0.5413,4.6053,0.9737,3.571428571,1.399404635,6.5263,0.8297,6.4737,0.8297,2.6842,1.5614,0.526315789,0.114548882,121.0,3.3752151942185136
omelet,omelet,breakfast food; food,209.5116279,0.871794872,0.941176471,5.5,1.3507,5.3684,1.2175,3.612244898,1.753761749,6.5526,0.9211,5.3947,1.3664,3.8947,1.7674,1.0,0.0,121.0,3.3752151942185136
checkbook,checkbook,,208.53125,0.804878049,0.875,6.75,0.5542,4.5,1.1084,4.450980392,1.527268483,6.6389,0.8333,6.6111,0.7281,1.8889,1.5451,0.8,0.089442719,120.0,3.3716110699496884
meatloaf,meatloaf,food,227.9090909,0.894736842,0.727272727,6.0526,1.1613,5.1842,1.4114,4.38,1.759986085,6.4211,1.0035,5.6842,1.2967,3.2895,1.93,0.947368421,0.051227817,119.0,3.3679767852945943
kite,kite,toy,257.5,0.906976744,0.9375,6.027,1.0926,5.9459,1.0787,3.133333333,1.659682335,6.8108,0.3971,6.027,0.8329,1.9189,1.1396,1.0,0.0,117.0,3.360615685648225
broccoli,broccoli,food; plant; vegetable,188.25,0.952380952,0.875,6.6757,0.626,5.0811,1.6052,3.641509434,1.90237038,1.6216,1.4014,6.5405,0.691,6.7568,0.5479999999999999,0.944444444,0.053990295,116.0,3.3568878131289823
slipper,slipper,clothing; footwear,223.52380950000003,0.897435897,0.8125,6.6944,0.5767,5.9444,1.1198,3.3461538460000004,1.4670848159999998,6.9167,0.3684,6.2778,1.1616,1.5278,0.9407,0.888888889,0.074074074,113.0,3.3455082673854832
thermometer,thermometer,hardware; scientific equipment,192.0581395,0.846153846,0.75,6.4167,0.9964,4.7222,0.9445,4.075471698,1.5793018980000002,6.8611,0.3507,6.4444,0.7725,1.6944,1.1419,0.944444444,0.053990295,112.0,3.341647846572245
tee,tee,sports equipment,164.98863640000002,0.902439024,0.8,6.6923,0.8931,4.1795,0.6014,3.708333333,1.623737917,6.7436,0.9925,6.5385,1.0475,1.6154,0.9351,0.75,0.125,110.0,3.3338225090602887
hamster,hamster,animal; mammal,200.1590909,0.804878049,0.705882353,5.6316,1.1489,5.7105,1.0374,4.365853659,1.71400259,1.2632,1.0315,5.5789,1.056,6.7368,0.6445,0.6,0.126491106,109.0,3.329856321842687
mushroom,mushroom,food,174.98863640000002,0.906976744,0.904761905,6.4857,0.6122,4.8286,1.5432,3.830188679,1.649427046,1.2571,0.8859,6.2,0.8677,6.8857,0.4038,1.0,0.0,109.0,3.329856321842687
tile,tile,,224.46052630000003,0.846153846,0.714285714,5.3889,1.2254,4.5278,0.8102,4.093023256,1.19151671,6.4167,1.1307,5.25,1.2734,2.9167,1.6279,0.888888889,0.074074074,108.0,3.325853579389013
flute,flute,musical instrument,231.3522727,0.725,0.75,6.4474,0.8913,5.7632,1.0249,3.847826087,1.89698464,6.6579,1.0469,6.3158,0.933,1.8684,0.9634,0.9,0.067082039,108.0,3.325853579389013
cucumber,cucumber,food; vegetable,217.1413043,0.902439024,0.727272727,6.5385,0.5547,5.2564,1.1634,3.78,1.865803979,1.4615,0.7555,6.4359,0.718,6.641,1.0634,0.842105263,0.083654675,101.0,3.2967511976847064
walnut,walnut,food,160.75,0.871794872,0.818181818,6.8056,0.4672,5.4167,1.2277,3.901960784,1.6882523740000002,1.2222,0.7216,6.6944,0.5767,6.75,0.8742,0.944444444,0.053990295,100.0,3.292429823902064
floss,floss,personal hygiene item,133.7368421,0.761904762,0.722222222,6.3611,0.99,4.5833,1.1052,4.069767442,1.518071283,6.4722,1.1829,6.25,0.9964,2.0556,1.3298,0.941176471,0.057067206,100.0,3.292429823902064
frisbee,frisbee,sports equipment; toy,232.9361702,0.906976744,0.785714286,6.8158,0.4565,5.4737,1.2245,4.023255814,1.580963722,6.8158,0.3929,6.7105,0.6111,1.4474,0.645,0.8,0.089442719,95.0,3.270153429190912
celery,celery,food; vegetable,211.4891304,0.804878049,0.714285714,6.5526,0.645,5.2368,1.1492,3.791666667,1.774024555,1.7105,1.2926,6.3158,1.1176,6.6053,0.7181,1.0,0.0,95.0,3.270153429190912
chopsticks,chopsticks,tool,199.9895833,0.9,0.928571429,6.1622,1.1906,5.0,1.2247,4.156862745,1.5410716919999998,6.7027,0.5199,6.1622,1.1429,3.4595,1.7094,1.0,0.0,93.0,3.2609127724559985
cassette,cassette,,200.5111111,0.902439024,0.777777778,6.5128,0.8847,4.8718,0.9782,4.090909091,1.6680051,6.8974,0.3074,6.359,0.9864,1.359,0.7066,0.947368421,0.051227817,93.0,3.2609127724559985
incense,incense,,180.0735294,0.780487805,0.727272727,6.3243,0.8516,5.8378,0.8338,3.357142857,1.589929107,6.2162,1.0037,6.1351,1.0584,3.8108,1.5606,0.647058824,0.115904043,92.0,3.256217651247619
snail,snail,animal; sea animal; seafood,156.0333333,0.9,0.9,6.1579,1.0533,4.2368,1.2398,3.840909091,1.841930002,1.3947,1.0537,6.0,1.139,6.5789,0.9482,0.944444444,0.053990295,90.0,3.2466723333413885
charcoal,charcoal,arts and crafts supply,176.87804880000002,0.804878049,0.933333333,5.9474,0.985,4.2895,1.2282,4.295454545,1.563828716,4.6579,2.2574,5.8684,1.0947,5.1316,1.6631,0.526315789,0.114548882,90.0,3.2466723333413885
harmonica,harmonica,musical instrument,205.0243902,0.846153846,0.933333333,6.6667,0.7559,5.6389,1.0185,4.0,1.786703023,6.6944,0.8886,6.6389,0.6393,1.7222,1.0586,1.0,0.0,89.0,3.2418198305469765
saxophone,saxophone,musical instrument,268.5222222,0.87804878,0.722222222,5.475,1.2401,5.475,1.4674,3.791666667,1.556842595,6.55,1.061,5.45,1.1972,1.525,0.9055,1.0,0.0,86.0,3.226928275145631
doorknob,doorknob,hardware,194.4186047,0.8,0.75,6.3421,0.8146,4.6053,0.7898,4.25,1.22236903,6.7895,0.5769,6.5526,0.6857,1.7895,0.963,1.0,0.0,86.0,3.226928275145631
skateboard,skateboard,sports equipment; toy; vehicle,262.7659574,0.930232558,0.9375,6.2051,0.9509,5.2051,1.0558,4.428571429,1.6329931619999998,6.641,1.0879,5.8718,1.3799,1.8205,1.1441,0.789473684,0.09352877,85.0,3.221848749616356
blender,blender,electronic device; home appliance; kitchen appliance,243.6222222,0.785714286,0.714285714,5.7895,1.0176,4.3947,1.3262,4.270833333,1.553850171,6.7368,1.005,5.4211,1.2656,1.6316,1.1722,1.0,0.0,85.0,3.221848749616356
raincoat,raincoat,clothing; outerwear; protective clothing,275.1590909,0.785714286,0.846153846,6.6389,0.5929,4.8333,1.0823,4.0,1.623005342,6.0833,1.8264,6.4444,0.8765,1.4167,0.7319,0.65,0.106653645,84.0,3.2167091099639453
banjo,banjo,musical instrument,268.7954545,0.871794872,0.823529412,5.8919,1.1734,5.4054,0.9849,3.777777778,1.756661204,6.8649,0.3466,5.7297,1.3874,1.7027,1.1021,0.888888889,0.074074074,83.0,3.211507916278137
bamboo,bamboo,plant,278.10606060000003,0.860465116,1.0,5.775,1.1655,5.3,1.1591,3.466666667,1.6039723419999998,1.35,1.231,5.8,1.1591,6.9,0.3038,1.0,0.0,80.0,3.195519810894007
headphones,headphones,,201.2738095,0.857142857,0.8,6.6389,0.6393,5.7778,1.3961,3.568181818,1.676065815,6.5556,1.2523,6.5833,0.6036,1.4722,0.8779,0.9375,0.060515365,80.0,3.195519810894007
binoculars,binoculars,,228.1086957,0.818181818,0.833333333,6.3784,0.6811,5.0811,1.115,4.043478261000001,1.591037701,6.8649,0.3466,6.1892,1.0498,1.4054,0.6438,1.0,0.0,80.0,3.195519810894007
beanie,beanie,clothing; headwear,230.08139530000005,0.846153846,0.733333333,6.7568,0.5479999999999999,5.5135,1.0171,4.102040816000001,1.7108099680000002,6.8378,0.3737,6.5676,0.8347,2.2432,1.4607,0.45,0.111242977,78.0,3.184524426592544
marshmallow,marshmallow,candy; food,163.26136359999998,0.925,0.8125,6.6667,0.5345,5.9167,0.77,3.64,1.663043681,6.4444,0.8765,6.3333,1.069,2.6389,1.6063,0.894736842,0.0704059,77.0,3.1789205490745456
pistachio,pistachio,food,139.24444440000002,0.921052632,0.727272727,6.6944,0.5248,5.8056,0.8886,3.52173913,1.798012859,1.3889,0.6878,6.4722,0.8102,6.5,0.9103,1.0,0.0,77.0,3.1789205490745456
tablet,tablet,electronic device,230.8617021,0.925,0.928571429,6.4737,0.7255,5.5789,1.1302,4.086956522,1.761641746,6.7632,0.8522,6.3421,0.7453,1.2632,0.5032,0.684210526,0.106639205,76.0,3.173243416182855
faucet,faucet,hardware,222.9651163,0.87804878,0.722222222,5.3158,1.7101,4.7368,1.0574,3.755102041,1.346764831,6.8421,0.4366,5.9737,1.1267,1.5,0.9227,0.947368421,0.051227817,73.0,3.15575268402252
snowball,snowball,,202.3695652,0.976190476,0.823529412,6.2105,1.0694,5.2368,1.2614,4.088888889,1.504874235,4.8947,1.9699,6.3158,0.9036,5.1579,1.6526,1.0,0.0,71.0,3.1436881726211388
hanger,hanger,,240.5853659,0.948717949,0.928571429,6.4054,1.0919,4.4054,0.9563,4.0,1.549193338,6.7297,0.5602,6.5676,0.6028,1.5676,0.9872,0.875,0.082679728,69.0,3.131278914639319
pear,pear,food; fruit,201.6190476,0.813953488,0.933333333,6.5128,0.7208,5.9231,0.8701,3.681818182,1.83977662,1.8205,1.5368,6.4615,0.6426,6.5897,0.8181,0.947368421,0.051227817,68.0,3.1249387366083
calculator,calculator,school supply; scientific equipment,211.0212766,0.918918919,1.0,6.5526,0.7952,4.8158,0.9545,3.954545455,1.52429237,6.8947,0.311,6.5263,0.7965,1.4211,0.7581,1.0,0.0,66.0,3.1119737594439325
turban,turban,clothing; headwear,237.9404762,0.95,0.823529412,5.9459,1.2235,4.8108,1.1015,4.265306122,1.4828956780000002,6.6757,0.626,5.6757,1.4917,2.4054,1.4806,0.578947368,0.113268966,66.0,3.1119737594439325
toolbox,toolbox,container,256.1162791,0.902439024,0.714285714,5.2308,1.0628,4.641,0.9594,4.133333333,1.516575089,6.6154,0.8465,5.3077,1.2387,1.7692,1.4042,0.357142857,0.128060208,64.0,3.098609797885951
mascara,mascara,personal hygiene item,175.0222222,0.829268293,0.705882353,6.4359,1.0462,5.1795,1.1441,3.705882353,1.7238807109999998,6.7692,0.4846,6.2564,1.0187,1.9487,1.3945,0.9375,0.060515365,64.0,3.098609797885951
coleslaw,coleslaw,food,196.4193548,0.846153846,0.8,5.3158,1.6943,4.9474,1.5236,3.921568627,1.741759309,6.3684,0.8194,5.1316,1.5968,3.8421,1.9525,0.764705882,0.102879368,63.0,3.0917703733556454
charger,charger,hardware,194.0238095,0.846153846,0.75,6.6842,0.5745,4.7105,0.9839,4.404255319,1.439498319,6.5526,1.3294,6.4474,0.8913,1.2105,0.528,0.470588235,0.121057825,62.0,3.0848215134003176
lifesaver,lifesaver,safety equipment,261.8181818,0.829268293,0.8125,6.2778,0.7787,4.8056,1.0642,3.872340426,1.361217826,6.6667,1.042,6.2778,0.6595,1.6389,1.3342,0.333333333,0.111111111,62.0,3.0848215134003176
fig,fig,food; fruit,171.6744186,0.829268293,0.75,6.5833,0.6036,5.5,1.1339,3.836734694,1.637413341,1.5278,1.3625,6.4167,0.8742,6.4444,1.4029,0.444444444,0.117121395,62.0,3.0848215134003176
